ensembl_gene_id_version,hgnc_symbol,external_gene_name,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000280206.1,,,0.194,1.007,0.402,0.691,1,-4.62266390001038
ENSG00000221890.6,NPTXR,NPTXR,-0.191,1.466,-0.401,0.691,1,-4.6322528880531
ENSG00000293016.1,,,-0.177,2.444,-0.401,0.691,1,-4.63260593770417
ENSG00000164430.17,CGAS,CGAS,0.166,2.754,0.401,0.691,1,-4.64422322505097
ENSG00000228594.4,FNDC10,FNDC10,-0.216,2.234,-0.401,0.691,1,-4.64443206988381
ENSG00000217930.8,PAM16,PAM16,0.18,3.547,0.401,0.691,1,-4.65076439810992
ENSG00000164008.17,C1orf50,C1orf50,0.121,3.88,0.401,0.691,1,-4.66004090656617
ENSG00000176422.14,SPRYD4,SPRYD4,-0.102,3.899,-0.401,0.691,1,-4.66178408848228
ENSG00000151413.17,NUBPL,NUBPL,-0.104,3.553,-0.401,0.691,1,-4.66281001768185
ENSG00000088298.13,EDEM2,EDEM2,0.114,4.862,0.401,0.691,1,-4.67873925747713
ENSG00000143363.17,PRUNE1,PRUNE1,-0.084,3.96,-0.402,0.691,1,-4.68503096948783
ENSG00000119778.15,ATAD2B,ATAD2B,0.079,4.213,0.402,0.691,1,-4.69936762640163
ENSG00000175376.9,EIF1AD,EIF1AD,0.082,4.519,0.401,0.691,1,-4.70304216214172
ENSG00000087157.19,PGS1,PGS1,0.072,4.728,0.402,0.691,1,-4.70404154106994
ENSG00000262246.6,CORO7,CORO7,0.132,4.655,0.401,0.691,1,-4.70528824829749
ENSG00000242498.8,ARPIN,ARPIN,-0.102,4.916,-0.402,0.691,1,-4.70933376125379
ENSG00000173156.7,RHOD,RHOD,0.127,4.975,0.401,0.691,1,-4.73715391302236
ENSG00000079739.17,PGM1,PGM1,-0.13,5.592,-0.401,0.691,1,-4.73757651924585
ENSG00000144597.14,EAF1,EAF1,0.066,5.713,0.401,0.691,1,-4.73927411338491
ENSG00000166477.13,LEO1,LEO1,0.063,5.12,0.402,0.691,1,-4.7469596505838
ENSG00000137216.19,TMEM63B,TMEM63B,-0.093,6.057,-0.401,0.691,1,-4.75910111564374
ENSG00000042445.14,RETSAT,RETSAT,-0.086,6.33,-0.401,0.691,1,-4.76273553866687
ENSG00000114573.12,ATP6V1A,ATP6V1A,-0.067,7.072,-0.402,0.691,1,-4.76763176327909
ENSG00000161013.17,MGAT4B,MGAT4B,0.111,7.542,0.402,0.691,1,-4.77032489588998
ENSG00000077549.19,CAPZB,CAPZB,-0.083,7.724,-0.401,0.691,1,-4.77147784024902
ENSG00000131051.24,RBM39,RBM39,0.061,7.642,0.402,0.691,1,-4.77272446665452
ENSG00000168385.18,SEPTIN2,SEPTIN2,-0.073,9.056,-0.402,0.691,1,-4.77693904843994
ENSG00000143761.17,ARF1,ARF1,-0.04,8.788,-0.401,0.691,1,-4.77734846835918
ENSG00000130402.14,ACTN4,ACTN4,-0.083,9.46,-0.402,0.691,1,-4.77982965962136
ENSG00000251002.10,TRD-AS1,TRD-AS1,-0.462,-4.243,-0.401,0.692,1,-4.60450973491711
ENSG00000133488.15,SEC14L4,SEC14L4,0.31,-2.542,0.399,0.692,1,-4.60715364742281
ENSG00000237310.3,LINC03011,LINC03011,-0.212,-0.625,-0.4,0.692,1,-4.6118426277887
ENSG00000157150.5,TIMP4,TIMP4,-0.398,-0.846,-0.4,0.692,1,-4.61433500600898
ENSG00000102524.12,TNFSF13B,TNFSF13B,0.233,-0.072,0.4,0.692,1,-4.61593782153457
ENSG00000292994.1,,,0.525,0.903,0.4,0.692,1,-4.62124592050401
ENSG00000162194.13,LBHD1,LBHD1,0.159,2.374,0.4,0.692,1,-4.63542698253093
ENSG00000182173.14,TSEN54,TSEN54,-0.08,3.666,-0.4,0.692,1,-4.67785055817362
ENSG00000104626.15,ERI1,ERI1,-0.097,4.404,-0.4,0.692,1,-4.68960238577636
ENSG00000165392.11,WRN,WRN,0.109,4.426,0.4,0.692,1,-4.69053403443598
ENSG00000182871.16,COL18A1,COL18A1,-0.256,5.522,-0.4,0.692,1,-4.69258204195832
ENSG00000275342.6,PRAG1,PRAG1,-0.117,4.759,-0.4,0.692,1,-4.695107953455
ENSG00000064102.15,INTS13,INTS13,-0.066,4.905,-0.401,0.692,1,-4.71013429110281
ENSG00000143514.18,TP53BP2,TP53BP2,0.083,5.468,0.4,0.692,1,-4.73454098184333
ENSG00000171469.11,ZNF561,ZNF561,0.074,5.712,0.4,0.692,1,-4.73602707591632
ENSG00000101596.17,SMCHD1,SMCHD1,0.072,5.776,0.4,0.692,1,-4.74567431591311
ENSG00000085872.15,CHERP,CHERP,-0.079,5.764,-0.399,0.692,1,-4.74874530363061
ENSG00000129636.13,ITFG1,ITFG1,-0.096,6.152,-0.4,0.692,1,-4.75201927392683
ENSG00000108349.17,CASC3,CASC3,-0.07,6.214,-0.4,0.692,1,-4.75297744048771
ENSG00000124783.14,SSR1,SSR1,-0.065,7.621,-0.4,0.692,1,-4.7691505392367
ENSG00000163814.8,CDCP1,CDCP1,0.147,5.82,0.4,0.692,1,-4.77354338968166
ENSG00000005073.6,HOXA11,HOXA11,-0.536,-3.982,-0.399,0.693,1,-4.60264548457546
ENSG00000237166.4,LINC01792,LINC01792,-0.347,-4.897,-0.399,0.693,1,-4.60618699524442
ENSG00000111405.9,ENDOU,ENDOU,-0.46,-4.2,-0.399,0.693,1,-4.60636239743359
ENSG00000138622.4,HCN4,HCN4,-0.443,-2.791,-0.399,0.693,1,-4.6083114597262
ENSG00000168685.15,IL7R,IL7R,-0.553,0.484,-0.399,0.693,1,-4.6100331390189
ENSG00000145423.5,SFRP2,SFRP2,-0.382,-1.953,-0.399,0.693,1,-4.61024964424025
ENSG00000258984.5,UBE2F-SCLY,UBE2F-SCLY,0.337,-2.079,0.399,0.693,1,-4.61060389379276
ENSG00000240288.8,GHRLOS,GHRLOS,0.201,-0.778,0.399,0.693,1,-4.61333599922977
ENSG00000173762.8,CD7,CD7,0.317,-3.103,0.398,0.693,1,-4.61690616070896
ENSG00000231711.2,LINC00899,LINC00899,-0.152,1.064,-0.398,0.693,1,-4.6229559273425
ENSG00000123810.9,B9D2,B9D2,-0.182,2.568,-0.399,0.693,1,-4.63737693164293
ENSG00000198133.9,TMEM229B,TMEM229B,-0.125,1.023,-0.399,0.693,1,-4.64749153615335
ENSG00000129158.11,SERGEF,SERGEF,0.109,2.888,0.399,0.693,1,-4.65050920271106
ENSG00000197296.6,FITM2,FITM2,-0.178,3.964,-0.399,0.693,1,-4.65718325021469
ENSG00000197608.12,ZNF841,ZNF841,0.127,3.408,0.398,0.693,1,-4.65874545033695
ENSG00000126803.10,HSPA2,HSPA2,-0.309,2.914,-0.399,0.693,1,-4.65969988780776
ENSG00000073331.18,ALPK1,ALPK1,0.102,3.729,0.399,0.693,1,-4.6727009741724
ENSG00000154080.14,CHST9,CHST9,-0.178,1.261,-0.399,0.693,1,-4.67633782632108
ENSG00000127554.13,GFER,GFER,0.136,4.535,0.398,0.693,1,-4.69719737992031
ENSG00000175606.11,TMEM70,TMEM70,0.118,5.177,0.398,0.693,1,-4.7042933581525
ENSG00000126768.13,TIMM17B,TIMM17B,-0.094,4.455,-0.399,0.693,1,-4.70488842502931
ENSG00000162729.14,IGSF8,IGSF8,-0.137,4.456,-0.398,0.693,1,-4.70671702342653
ENSG00000138604.10,GLCE,GLCE,-0.092,5.87,-0.399,0.693,1,-4.71848709919384
ENSG00000156709.15,AIFM1,AIFM1,-0.08,5.155,-0.399,0.693,1,-4.73176557699882
ENSG00000147883.12,CDKN2B,CDKN2B,0.133,4.777,0.398,0.693,1,-4.73863746856178
ENSG00000140259.7,MFAP1,MFAP1,-0.079,5.182,-0.399,0.693,1,-4.7402801017238
ENSG00000141030.13,COPS3,COPS3,0.117,6.097,0.399,0.693,1,-4.74333098143058
ENSG00000148925.11,BTBD10,BTBD10,0.065,5.711,0.399,0.693,1,-4.7438036903173
ENSG00000198492.16,YTHDF2,YTHDF2,-0.042,6.772,-0.399,0.693,1,-4.76423544511584
ENSG00000166750.10,SLFN5,SLFN5,0.131,7.531,0.399,0.693,1,-4.77511732051125
ENSG00000155096.15,AZIN1,AZIN1,0.076,8.335,0.399,0.693,1,-4.77643991988167
ENSG00000263212.2,,,0.626,-5.794,0.398,0.694,1,-4.60219839906703
ENSG00000130755.13,GMFG,GMFG,-0.756,-2.393,-0.397,0.694,1,-4.60305370067792
ENSG00000187672.15,ERC2,ERC2,-0.495,-2.552,-0.397,0.694,1,-4.60521219614415
ENSG00000273062.1,RALGPS2-AS1,RALGPS2-AS1,-0.315,-3.126,-0.397,0.694,1,-4.60729345037961
ENSG00000170231.16,FABP6,FABP6,-0.344,-3.103,-0.398,0.694,1,-4.60988934748137
ENSG00000258957.2,GALNT16-AS1,GALNT16-AS1,0.295,-2.805,0.397,0.694,1,-4.60997932714889
ENSG00000214401.6,KANSL1-AS1,KANSL1-AS1,-0.298,-0.163,-0.397,0.694,1,-4.61507901485162
ENSG00000204428.12,LY6G5C,LY6G5C,-0.157,0.536,-0.397,0.694,1,-4.61694382733393
ENSG00000267221.3,C17orf113,C17orf113,-0.207,-1.289,-0.397,0.694,1,-4.61778854971953
ENSG00000170837.3,GPR27,GPR27,-0.335,-1.777,-0.397,0.694,1,-4.6183144003761
ENSG00000232229.8,LINC00865,LINC00865,0.203,1.297,0.397,0.694,1,-4.63880705926104
ENSG00000152785.8,BMP3,BMP3,-0.252,1.359,-0.398,0.694,1,-4.63968205080368
ENSG00000073756.13,PTGS2,PTGS2,0.442,4.251,0.397,0.694,1,-4.65004381678426
ENSG00000267575.9,LINC02987,LINC02987,0.093,2.913,0.398,0.694,1,-4.65417354051849
ENSG00000178573.7,MAF,MAF,-0.283,3.769,-0.397,0.694,1,-4.67140054678619
ENSG00000149179.14,CSTPP1,CSTPP1,-0.12,4.527,-0.398,0.694,1,-4.68139381321528
ENSG00000187583.11,PLEKHN1,PLEKHN1,0.116,3.087,0.398,0.694,1,-4.68613486846757
ENSG00000139679.16,LPAR6,LPAR6,-0.128,3.757,-0.398,0.694,1,-4.69507801818781
ENSG00000084774.14,CAD,CAD,-0.11,5.586,-0.397,0.694,1,-4.72008989844895
ENSG00000139718.12,SETD1B,SETD1B,-0.073,5.255,-0.398,0.694,1,-4.73676399171316
ENSG00000164938.14,TP53INP1,TP53INP1,-0.106,5.939,-0.397,0.694,1,-4.74219849113158
ENSG00000075213.11,SEMA3A,SEMA3A,0.198,6.095,0.397,0.694,1,-4.74632168305062
ENSG00000138777.20,PPA2,PPA2,-0.095,5.889,-0.398,0.694,1,-4.74633005227718
ENSG00000175550.8,DRAP1,DRAP1,-0.106,6.226,-0.397,0.694,1,-4.74855287628534
ENSG00000102158.22,MAGT1,MAGT1,-0.082,7.134,-0.398,0.694,1,-4.76077222446499
ENSG00000123144.11,TRIR,TRIR,-0.069,6.871,-0.397,0.694,1,-4.76325809128299
ENSG00000138029.14,HADHB,HADHB,-0.066,7.167,-0.398,0.694,1,-4.76801987947421
ENSG00000142634.13,EFHD2,EFHD2,0.1,6.664,0.397,0.694,1,-4.76821777477247
ENSG00000127954.13,STEAP4,STEAP4,0.192,3.184,0.398,0.694,1,-4.76838732728807
ENSG00000182774.13,RPS17,RPS17,-0.094,9.026,-0.397,0.694,1,-4.776994939513
ENSG00000053328.9,METTL24,METTL24,0.387,-4.963,0.397,0.695,1,-4.60216573390151
ENSG00000145244.12,CORIN,CORIN,0.78,-2.5,0.396,0.695,1,-4.60397266904887
ENSG00000286818.2,,,-0.62,-4.094,-0.395,0.695,1,-4.60443192418924
ENSG00000261105.6,LMO7-AS1,LMO7-AS1,-0.884,-2.225,-0.396,0.695,1,-4.60582556054987
ENSG00000247982.7,LINC00926,LINC00926,-0.283,-1.534,-0.396,0.695,1,-4.60784738423472
ENSG00000287707.1,,,0.426,-1.386,0.396,0.695,1,-4.61142029601696
ENSG00000227627.5,,,-0.214,-0.802,-0.395,0.695,1,-4.61195216405413
ENSG00000149090.13,PAMR1,PAMR1,-0.572,-0.888,-0.396,0.695,1,-4.61211385333307
ENSG00000185070.12,FLRT2,FLRT2,0.412,3.44,0.396,0.695,1,-4.63566858737584
ENSG00000240859.3,LINC03014,LINC03014,-0.176,1.325,-0.395,0.695,1,-4.63950706661968
ENSG00000166510.14,CCDC68,CCDC68,0.216,3.048,0.396,0.695,1,-4.64813080449469
ENSG00000204116.12,CHIC1,CHIC1,-0.099,3.579,-0.396,0.695,1,-4.65085076943782
ENSG00000226137.5,BAIAP2-DT,BAIAP2-DT,-0.123,4.137,-0.396,0.695,1,-4.65623901279045
ENSG00000170191.5,NANP,NANP,-0.098,3.688,-0.396,0.695,1,-4.657913352091
ENSG00000115902.11,SLC1A4,SLC1A4,0.306,4.241,0.396,0.695,1,-4.66356586601756
ENSG00000243279.4,PRAF2,PRAF2,-0.145,4.437,-0.395,0.695,1,-4.67225325155995
ENSG00000160917.15,CPSF4,CPSF4,0.09,4.214,0.396,0.695,1,-4.68349959143464
ENSG00000174485.16,DENND4A,DENND4A,0.071,5.057,0.396,0.695,1,-4.71553342047695
ENSG00000167987.11,VPS37C,VPS37C,0.122,4.871,0.396,0.695,1,-4.71611049010674
ENSG00000139233.7,LLPH,LLPH,0.093,5.388,0.395,0.695,1,-4.73009378458843
ENSG00000137203.15,TFAP2A,TFAP2A,-0.096,2.791,-0.396,0.695,1,-4.73234191063643
ENSG00000181588.17,MEX3D,MEX3D,-0.115,5.462,-0.396,0.695,1,-4.73372986348024
ENSG00000130669.17,PAK4,PAK4,-0.092,5.378,-0.397,0.695,1,-4.73443876538132
ENSG00000164040.18,PGRMC2,PGRMC2,-0.129,5.96,-0.396,0.695,1,-4.74070318475334
ENSG00000115758.14,ODC1,ODC1,0.149,6.912,0.396,0.695,1,-4.76000908502276
ENSG00000116251.11,RPL22,RPL22,-0.088,8.389,-0.396,0.695,1,-4.7763873965703
ENSG00000010278.15,CD9,CD9,-0.128,9.22,-0.397,0.695,1,-4.77941657689106
ENSG00000167658.16,EEF2,EEF2,-0.087,11.015,-0.397,0.695,1,-4.78054388792892
ENSG00000285330.1,,,-1.553,-1.209,-0.394,0.696,1,-4.60408271384327
ENSG00000272374.1,SCUBE3-AS1,SCUBE3-AS1,0.29,-2.733,0.395,0.696,1,-4.60677928119084
ENSG00000106302.10,HYAL4,HYAL4,-0.312,-3.533,-0.394,0.696,1,-4.60722012239448
ENSG00000259087.5,,,-0.244,-3.287,-0.395,0.696,1,-4.61015359958097
ENSG00000255182.2,,,-0.271,-1.082,-0.395,0.696,1,-4.61051623299475
ENSG00000227630.4,LINC01132,LINC01132,-0.246,-1.158,-0.394,0.696,1,-4.61066786754219
ENSG00000169509.6,CRCT1,CRCT1,-0.546,-3.109,-0.395,0.696,1,-4.61207998783408
ENSG00000271646.1,IRF2-DT,IRF2-DT,-0.146,0.654,-0.394,0.696,1,-4.62115728980965
ENSG00000154310.17,TNIK,TNIK,-0.304,3.982,-0.395,0.696,1,-4.63835437091224
ENSG00000139626.16,ITGB7,ITGB7,0.167,-0.197,0.395,0.696,1,-4.65095765457481
ENSG00000078967.13,UBE2D4,UBE2D4,-0.133,3.623,-0.395,0.696,1,-4.65651051463005
ENSG00000156374.16,PCGF6,PCGF6,0.106,3.618,0.394,0.696,1,-4.660132982179
ENSG00000143653.10,SCCPDH,SCCPDH,-0.128,4.938,-0.395,0.696,1,-4.66648191987762
ENSG00000170448.12,NFXL1,NFXL1,-0.088,3.837,-0.395,0.696,1,-4.67356435034444
ENSG00000166128.13,RAB8B,RAB8B,0.088,5.186,0.395,0.696,1,-4.68792447510893
ENSG00000137478.15,FCHSD2,FCHSD2,-0.132,4.892,-0.395,0.696,1,-4.6882496561301
ENSG00000155100.11,OTUD6B,OTUD6B,0.092,4.471,0.394,0.696,1,-4.69433214491567
ENSG00000177576.12,C18orf32,C18orf32,-0.298,4.788,-0.394,0.696,1,-4.70284300910016
ENSG00000164081.13,TEX264,TEX264,-0.089,5.105,-0.394,0.696,1,-4.72481731550295
ENSG00000139668.9,WDFY2,WDFY2,-0.082,4.758,-0.394,0.696,1,-4.73078595042791
ENSG00000105643.11,ARRDC2,ARRDC2,0.192,4.53,0.395,0.696,1,-4.73156848301385
ENSG00000169241.19,SLC50A1,SLC50A1,0.079,5.426,0.395,0.696,1,-4.73320219143446
ENSG00000150760.13,DOCK1,DOCK1,0.073,6.051,0.394,0.696,1,-4.74256983696583
ENSG00000127463.16,EMC1,EMC1,0.053,6.517,0.394,0.696,1,-4.75228159059278
ENSG00000071655.18,MBD3,MBD3,0.078,6.259,0.395,0.696,1,-4.75602793363275
ENSG00000120738.8,EGR1,EGR1,-0.212,5.203,-0.394,0.696,1,-4.7571539081093
ENSG00000213064.10,SFT2D2,SFT2D2,0.067,6.311,0.395,0.696,1,-4.76267903820284
ENSG00000135018.14,UBQLN1,UBQLN1,0.043,7.415,0.395,0.696,1,-4.77163703540615
ENSG00000175166.17,PSMD2,PSMD2,-0.072,7.873,-0.394,0.696,1,-4.77332946419486
ENSG00000164587.13,RPS14,RPS14,-0.088,9.589,-0.394,0.696,1,-4.77980269185497
ENSG00000285922.1,,,0.405,-5.288,0.394,0.697,1,-4.60218678994658
ENSG00000236098.1,,,0.4,-5.048,0.393,0.697,1,-4.60219064047835
ENSG00000164451.14,CALHM4,CALHM4,0.408,-5.338,0.393,0.697,1,-4.60221325561335
ENSG00000116833.14,NR5A2,NR5A2,-0.585,-1.439,-0.394,0.697,1,-4.60702522795003
ENSG00000082929.8,LINC01587,LINC01587,-0.371,-3.79,-0.393,0.697,1,-4.60785160525438
ENSG00000213399.3,RPS2P17,RPS2P17,0.251,-3.024,0.394,0.697,1,-4.60845393345137
ENSG00000288764.2,,,-0.244,-1.583,-0.394,0.697,1,-4.60956463345218
ENSG00000153976.3,HS3ST3A1,HS3ST3A1,0.506,-2.235,0.393,0.697,1,-4.60996200848278
ENSG00000178146.9,GK4P,GK4P,0.273,-0.961,0.393,0.697,1,-4.61457856463998
ENSG00000290842.1,,CROCCP3,-0.335,0.191,-0.393,0.697,1,-4.61585324300115
ENSG00000176125.7,UFSP1,UFSP1,0.156,0.571,0.393,0.697,1,-4.62027821726711
ENSG00000125388.20,GRK4,GRK4,0.129,1.668,0.393,0.697,1,-4.62500501017333
ENSG00000254726.3,MEX3A,MEX3A,0.351,2.94,0.393,0.697,1,-4.62565783254795
ENSG00000198908.12,GPRASP3,GPRASP3,-0.089,2.511,-0.394,0.697,1,-4.63428585300308
ENSG00000249042.6,FAM151B-DT,FAM151B-DT,-0.198,2.991,-0.393,0.697,1,-4.63877011902335
ENSG00000285967.1,NIPBL-DT,NIPBL-DT,-0.09,2.928,-0.394,0.697,1,-4.64399596513668
ENSG00000163704.13,PRRT3,PRRT3,-0.167,3.101,-0.393,0.697,1,-4.64833538359479
ENSG00000263266.2,RPS7P1,RPS7P1,-0.121,2.629,-0.393,0.697,1,-4.64993599087476
ENSG00000159259.8,CHAF1B,CHAF1B,-0.192,3.123,-0.393,0.697,1,-4.65427689831593
ENSG00000167920.12,KRT10-AS1,KRT10-AS1,-0.138,3.457,-0.394,0.697,1,-4.66541024546229
ENSG00000171612.7,SLC25A33,SLC25A33,-0.089,3.837,-0.393,0.697,1,-4.67032927244083
ENSG00000132359.17,RAP1GAP2,RAP1GAP2,-0.172,3.127,-0.393,0.697,1,-4.67035574310945
ENSG00000164626.9,KCNK5,KCNK5,0.305,1.21,0.393,0.697,1,-4.67237777088725
ENSG00000273899.5,NOL12,NOL12,-0.098,3.917,-0.393,0.697,1,-4.67401516723933
ENSG00000142700.12,DMRTA2,DMRTA2,-0.109,0.066,-0.393,0.697,1,-4.68017335763107
ENSG00000152766.6,ANKRD22,ANKRD22,0.15,0.836,0.393,0.697,1,-4.68082108028365
ENSG00000270800.4,RPS10-NUDT3,RPS10-NUDT3,0.119,4.47,0.394,0.697,1,-4.68661579002002
ENSG00000055147.19,FAM114A2,FAM114A2,0.077,4.686,0.393,0.697,1,-4.69146478685127
ENSG00000101144.13,BMP7,BMP7,-0.232,0.298,-0.393,0.697,1,-4.70545827270624
ENSG00000161036.13,LRWD1,LRWD1,-0.157,5.002,-0.393,0.697,1,-4.71890795750386
ENSG00000092098.18,RNF31,RNF31,0.119,5.26,0.393,0.697,1,-4.73515580392525
ENSG00000116138.13,DNAJC16,DNAJC16,0.053,5.357,0.394,0.697,1,-4.73604430540325
ENSG00000116350.18,SRSF4,SRSF4,0.06,6.348,0.394,0.697,1,-4.76291229763216
ENSG00000115484.15,CCT4,CCT4,-0.076,7.49,-0.394,0.697,1,-4.76908578783206
ENSG00000171346.16,KRT15,KRT15,-0.133,6.581,-0.393,0.697,1,-4.781146498904
ENSG00000270405.1,,,0.384,-4.482,0.392,0.698,1,-4.60219281771492
ENSG00000235387.5,SPAAR,SPAAR,-0.548,-3.451,-0.391,0.698,1,-4.60272138790841
ENSG00000285777.1,,,0.783,-4.391,0.392,0.698,1,-4.60480768769994
ENSG00000284952.1,,,0.565,-3.601,0.392,0.698,1,-4.60566585090861
ENSG00000228063.4,LYPLAL1-DT,LYPLAL1-DT,0.342,-2.366,0.392,0.698,1,-4.6074913080714
ENSG00000289045.1,,,-0.236,-2.267,-0.392,0.698,1,-4.61052131460941
ENSG00000151617.17,EDNRA,EDNRA,-0.251,1.335,-0.391,0.698,1,-4.63491211222071
ENSG00000260267.1,,,0.123,2.262,0.392,0.698,1,-4.63514300825154
ENSG00000172339.10,ALG14,ALG14,-0.316,3.433,-0.391,0.698,1,-4.64328912968544
ENSG00000026950.17,BTN3A1,BTN3A1,-0.16,3.704,-0.392,0.698,1,-4.64612520741826
ENSG00000227300.13,KRT16P2,KRT16P2,0.506,0.589,0.392,0.698,1,-4.65201052539637
ENSG00000124074.12,ENKD1,ENKD1,-0.153,3.235,-0.391,0.698,1,-4.6554595417145
ENSG00000099330.9,OCEL1,OCEL1,-0.102,3.127,-0.391,0.698,1,-4.65557337830641
ENSG00000156113.25,KCNMA1,KCNMA1,0.206,3.933,0.392,0.698,1,-4.67369627932473
ENSG00000152942.19,RAD17,RAD17,0.057,4.75,0.392,0.698,1,-4.7030943738366
ENSG00000137411.19,VARS2,VARS2,-0.094,4.641,-0.392,0.698,1,-4.71707479635457
ENSG00000147133.17,TAF1,TAF1,0.085,5.187,0.391,0.698,1,-4.73556592123031
ENSG00000139180.11,NDUFA9,NDUFA9,-0.125,5.686,-0.392,0.698,1,-4.73632850998518
ENSG00000161526.15,SAP30BP,SAP30BP,0.094,5.708,0.391,0.698,1,-4.73737444229078
ENSG00000079950.14,STX7,STX7,-0.137,6.09,-0.392,0.698,1,-4.74016371346105
ENSG00000117906.14,RCN2,RCN2,-0.087,6.359,-0.392,0.698,1,-4.74040407380958
ENSG00000087266.17,SH3BP2,SH3BP2,0.102,5.728,0.392,0.698,1,-4.75543970701652
ENSG00000172936.18,MYD88,MYD88,0.078,5.837,0.392,0.698,1,-4.75653941161681
ENSG00000004142.12,POLDIP2,POLDIP2,-0.052,6.599,-0.392,0.698,1,-4.7617417851721
ENSG00000175029.17,CTBP2,CTBP2,-0.055,6.675,-0.392,0.698,1,-4.76633482124782
ENSG00000198898.16,CAPZA2,CAPZA2,-0.071,7.757,-0.392,0.698,1,-4.76905656454572
ENSG00000225733.8,FGD5-AS1,FGD5-AS1,-0.062,7.134,-0.392,0.698,1,-4.76969492207082
ENSG00000113648.17,MACROH2A1,MACROH2A1,-0.067,7.406,-0.391,0.698,1,-4.7734588642389
ENSG00000146731.11,CCT6A,CCT6A,0.07,7.808,0.393,0.698,1,-4.77412453927468
ENSG00000183908.7,LRRC55,LRRC55,-0.569,-4.512,-0.39,0.699,1,-4.60234068489141
ENSG00000128645.15,HOXD1,HOXD1,0.588,-2.145,0.39,0.699,1,-4.60403364381863
ENSG00000205364.4,MT1M,MT1M,-0.566,-1.769,-0.39,0.699,1,-4.60689506344103
ENSG00000123570.4,RAB9B,RAB9B,-0.292,-1.235,-0.39,0.699,1,-4.60722149809505
ENSG00000120659.16,TNFSF11,TNFSF11,-0.242,-3.981,-0.391,0.699,1,-4.61124841397457
ENSG00000106772.19,PRUNE2,PRUNE2,-0.357,2.655,-0.39,0.699,1,-4.62642224745119
ENSG00000163521.16,GLB1L,GLB1L,-0.199,3.168,-0.39,0.699,1,-4.64123756646074
ENSG00000204406.14,MBD5,MBD5,0.112,3.515,0.39,0.699,1,-4.65801319442227
ENSG00000213689.14,TREX1,TREX1,-0.178,3.116,-0.391,0.699,1,-4.65886540751513
ENSG00000275183.2,LENG9,LENG9,-0.094,2.594,-0.391,0.699,1,-4.65900087733816
ENSG00000187325.5,TAF9B,TAF9B,-0.156,3.981,-0.391,0.699,1,-4.67186098441281
ENSG00000150977.11,RILPL2,RILPL2,-0.09,4.14,-0.391,0.699,1,-4.69036396467384
ENSG00000198040.11,ZNF84,ZNF84,-0.106,4.355,-0.39,0.699,1,-4.69983260515219
ENSG00000170786.13,SDR16C5,SDR16C5,-0.177,1.23,-0.39,0.699,1,-4.70253915226958
ENSG00000165609.14,NUDT5,NUDT5,-0.096,5.716,-0.391,0.699,1,-4.73685056189524
ENSG00000146066.3,HIGD2A,HIGD2A,-0.067,5.59,-0.391,0.699,1,-4.74044398763666
ENSG00000116747.13,RO60,RO60,0.061,5.706,0.39,0.699,1,-4.7459933068034
ENSG00000162413.17,KLHL21,KLHL21,0.109,6.13,0.391,0.699,1,-4.75989546157897
ENSG00000106244.13,PDAP1,PDAP1,-0.064,6.434,-0.39,0.699,1,-4.76093172556863
ENSG00000114270.18,COL7A1,COL7A1,-0.224,4.439,-0.391,0.699,1,-4.7624991596662
ENSG00000044574.9,HSPA5,HSPA5,0.1,9.796,0.39,0.699,1,-4.78076823136726
ENSG00000160013.9,PTGIR,PTGIR,0.532,-4.03,0.389,0.7,1,-4.60227314819814
ENSG00000150510.17,FAM124A,FAM124A,-0.324,-1.716,-0.39,0.7,1,-4.60616269766148
ENSG00000188517.17,COL25A1,COL25A1,-0.633,-2.622,-0.389,0.7,1,-4.60711445919195
ENSG00000167851.15,CD300A,CD300A,-0.514,-3.851,-0.389,0.7,1,-4.60715494356101
ENSG00000189056.15,RELN,RELN,-0.676,0.514,-0.39,0.7,1,-4.60806406588436
ENSG00000144152.13,FBLN7,FBLN7,0.431,-0.644,0.389,0.7,1,-4.60839335339408
ENSG00000188316.16,ENO4,ENO4,-0.37,-1.021,-0.388,0.7,1,-4.60998176234426
ENSG00000272720.1,,,-0.212,-1.977,-0.389,0.7,1,-4.61120604215506
ENSG00000175322.12,ZNF519,ZNF519,0.204,0.986,0.389,0.7,1,-4.62183892304125
ENSG00000172602.11,RND1,RND1,0.328,0.922,0.39,0.7,1,-4.62270911118557
ENSG00000215105.4,TTC3P1,TTC3P1,-0.161,1.504,-0.389,0.7,1,-4.62679095918443
ENSG00000227403.3,LINC01806,LINC01806,0.178,-0.687,0.39,0.7,1,-4.63045685358007
ENSG00000162694.14,EXTL2,EXTL2,-0.123,3.932,-0.389,0.7,1,-4.6478107890161
ENSG00000038427.16,VCAN,VCAN,0.296,4.217,0.388,0.7,1,-4.65004850666792
ENSG00000138380.18,CARF,CARF,0.102,3.091,0.389,0.7,1,-4.65071183042354
ENSG00000185112.6,FAM43A,FAM43A,-0.175,3.634,-0.389,0.7,1,-4.65146722795062
ENSG00000084693.16,AGBL5,AGBL5,-0.099,4.66,-0.389,0.7,1,-4.69603220889676
ENSG00000135972.9,MRPS9,MRPS9,-0.073,4.364,-0.389,0.7,1,-4.70104465000727
ENSG00000162236.13,STX5,STX5,-0.082,4.922,-0.389,0.7,1,-4.70520627989828
