ensembl_gene_id_version,hgnc_symbol,external_gene_name,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000100003.18,SEC14L2,SEC14L2,0.68,5.551,1.839,0.076,1,-4.31006175536096
ENSG00000130717.13,UCK1,UCK1,0.355,4.976,1.836,0.076,1,-4.34229529374452
ENSG00000138050.15,THUMPD2,THUMPD2,0.477,3.937,1.838,0.076,1,-4.43831302358336
ENSG00000169239.14,CA5B,CA5B,0.82,3.289,1.841,0.076,1,-4.47672636885133
ENSG00000291010.1,,MRPS31P5,0.645,2.593,1.842,0.076,1,-4.49637278345176
ENSG00000169330.9,MINAR1,MINAR1,0.82,0.512,1.837,0.076,1,-4.5344805917327
ENSG00000258232.2,,,-1.52,-2.224,-1.837,0.076,1,-4.56174345586558
ENSG00000236204.7,LINC01376,LINC01376,0.768,-0.963,1.835,0.077,1,-4.54732043998753
ENSG00000225339.4,,,-1.269,0.567,-1.834,0.077,1,-4.54830489278094
ENSG00000176194.18,CIDEA,CIDEA,-1.783,-3.775,-1.831,0.077,1,-4.5624796066203
ENSG00000285458.1,,C4orf36,0.75,0.65,1.828,0.078,1,-4.52819414822647
ENSG00000267058.1,,,-0.798,0.314,-1.829,0.078,1,-4.54250251183736
ENSG00000111358.14,GTF2H3,GTF2H3,0.341,5.57,1.821,0.079,1,-4.33273386350261
ENSG00000179406.10,LINC00174,LINC00174,0.571,2.248,1.817,0.079,1,-4.49451667968512
ENSG00000266820.1,KPNA2P3,KPNA2P3,-3.166,-1.863,-1.817,0.079,1,-4.56025026665505
ENSG00000206384.11,COL6A6,COL6A6,1.47,-4.55,1.818,0.079,1,-4.56818375928062
ENSG00000251660.1,,,1.714,-2.395,1.821,0.079,1,-4.56936933190901
ENSG00000288349.1,,,-1.756,-5.449,-1.821,0.079,1,-4.57227799340334
ENSG00000291061.1,,,2.528,-3.701,1.818,0.079,1,-4.57367317232839
ENSG00000285867.1,,,0.653,0.862,1.812,0.08,1,-4.53210272576643
ENSG00000164975.16,SNAPC3,SNAPC3,0.299,5.768,1.806,0.081,1,-4.32723269193524
ENSG00000088826.18,SMOX,SMOX,1.1,4.667,1.805,0.081,1,-4.40622256044127
ENSG00000113407.14,TARS1,TARS1,0.318,7.115,1.799,0.082,1,-4.2914116809122
ENSG00000271271.6,UGT2A2,UGT2A2,-2.27,-4.868,-1.798,0.082,1,-4.57115478166102
ENSG00000261556.11,SMG1P7,SMG1P7,-1.706,-2.809,-1.802,0.082,1,-4.57257146705058
ENSG00000188263.11,IL17REL,IL17REL,-1.494,-3.841,-1.799,0.082,1,-4.57328631648661
ENSG00000139318.8,DUSP6,DUSP6,0.633,6.139,1.795,0.083,1,-4.34679523728504
ENSG00000291273.1,,,1.1,0.107,1.793,0.083,1,-4.55059474314854
ENSG00000224984.1,,,1.305,-4.209,1.796,0.083,1,-4.56178894182131
ENSG00000288904.2,,,1.039,-2.093,1.793,0.083,1,-4.56241091148401
ENSG00000233087.8,RAB6D,RAB6D,-1.179,-3.37,-1.792,0.083,1,-4.57080502721774
ENSG00000107625.14,DDX50,DDX50,0.28,5.502,1.786,0.084,1,-4.35097449855715
ENSG00000137842.7,TMEM62,TMEM62,0.414,4.83,1.789,0.084,1,-4.40246220009339
ENSG00000221883.4,ARIH2OS,ARIH2OS,0.687,0.006,1.79,0.084,1,-4.54807055043555
ENSG00000246363.4,LINC02458,LINC02458,1.722,-3.831,1.789,0.084,1,-4.57438911885743
ENSG00000290873.1,LINC03009,LINC03009,0.867,2.743,1.783,0.085,1,-4.49798311071663
ENSG00000231043.3,,,-0.747,-1.897,-1.78,0.085,1,-4.55577725472317
ENSG00000230734.1,RPL10P3,RPL10P3,1.616,-4.426,1.784,0.085,1,-4.57730065140402
ENSG00000136634.7,IL10,IL10,-1.5,-5.694,-1.78,0.085,1,-4.57836029173914
ENSG00000078124.13,ACER3,ACER3,0.341,5.562,1.778,0.086,1,-4.330847772461
ENSG00000291136.1,,,0.376,4.131,1.779,0.086,1,-4.44048451651465
ENSG00000272369.1,,,-1.288,-2.602,-1.776,0.086,1,-4.57437397485852
ENSG00000162927.14,PUS10,PUS10,0.446,3.115,1.773,0.087,1,-4.48850809838651
ENSG00000261915.6,,,2.196,-2.033,1.768,0.087,1,-4.56265907933352
ENSG00000187775.17,DNAH17,DNAH17,-2.841,-3.221,-1.77,0.087,1,-4.57434573739085
ENSG00000236305.3,SLC12A9-AS1,SLC12A9-AS1,-2.074,-3.523,-1.769,0.087,1,-4.57525150418529
ENSG00000112972.15,HMGCS1,HMGCS1,-0.523,6.74,-1.763,0.088,1,-4.30546084891123
ENSG00000113161.17,HMGCR,HMGCR,-0.407,6.986,-1.763,0.088,1,-4.30742508057536
ENSG00000148841.17,ITPRIP,ITPRIP,0.674,5.204,1.765,0.088,1,-4.36081752126746
ENSG00000266338.7,NBPF15,NBPF15,0.428,5.149,1.765,0.088,1,-4.3928031475513
ENSG00000155621.15,C9orf85,C9orf85,0.452,3.878,1.763,0.088,1,-4.43594081622279
ENSG00000275454.1,,,-0.852,-2.437,-1.766,0.088,1,-4.56517790140638
ENSG00000215595.3,C20orf202,C20orf202,1.732,-3.54,1.766,0.088,1,-4.56720756595963
ENSG00000277245.1,,,-1.523,-4.691,-1.767,0.088,1,-4.57331474033784
ENSG00000212766.9,EWSAT1,EWSAT1,1.752,-3.978,1.767,0.088,1,-4.57491256426404
ENSG00000156639.12,ZFAND3,ZFAND3,0.315,6.609,1.761,0.089,1,-4.31538167447731
ENSG00000148300.12,REXO4,REXO4,0.259,5.267,1.756,0.089,1,-4.3582195245278
ENSG00000112763.17,BTN2A1,BTN2A1,0.442,5.071,1.761,0.089,1,-4.39566777413269
ENSG00000281358.1,RASSF1-AS1,RASSF1-AS1,1.112,-2.744,1.762,0.089,1,-4.57262794067992
ENSG00000233217.3,MROH3P,MROH3P,-1.317,-5.65,-1.759,0.089,1,-4.57357381078462
ENSG00000171865.10,RNASEH1,RNASEH1,0.314,6.096,1.756,0.09,1,-4.33935422260389
ENSG00000248643.5,RBM14-RBM4,RBM14-RBM4,-0.819,2.837,-1.755,0.09,1,-4.48617841875381
ENSG00000291047.1,,,1.814,-2.392,1.754,0.09,1,-4.5683044382785
ENSG00000253541.1,SEPTIN10P1,SEPTIN10P1,1.05,-2.066,1.755,0.09,1,-4.56962208241666
ENSG00000163660.12,CCNL1,CCNL1,0.461,6.062,1.745,0.091,1,-4.35816840937992
ENSG00000267128.2,RNF157-AS1,RNF157-AS1,1.217,-3.661,1.744,0.091,1,-4.5682724370896
ENSG00000248334.7,WHAMMP2,WHAMMP2,-1.56,-3.345,-1.746,0.091,1,-4.57279793891359
ENSG00000226648.2,PLCG1-AS1,PLCG1-AS1,-1.743,-3.307,-1.749,0.091,1,-4.57576854398979
ENSG00000038945.15,MSR1,MSR1,1.683,-3.782,1.748,0.091,1,-4.57865843159543
ENSG00000120616.16,EPC1,EPC1,0.359,4.949,1.74,0.092,1,-4.38050356660638
ENSG00000236801.1,RPL24P8,RPL24P8,0.933,-1.866,1.743,0.092,1,-4.56849034106993
ENSG00000132840.10,BHMT2,BHMT2,-1.938,-2.591,-1.74,0.092,1,-4.57816579878623
ENSG00000076685.19,NT5C2,NT5C2,0.279,7.528,1.738,0.093,1,-4.31526682394301
ENSG00000110619.18,CARS1,CARS1,0.318,6.219,1.737,0.093,1,-4.3379861519402
ENSG00000293360.1,,ABCA11P,0.516,2.147,1.736,0.093,1,-4.51930626271309
ENSG00000231249.3,ITPR1-DT,ITPR1-DT,1.278,-2.432,1.736,0.093,1,-4.5687718007433
ENSG00000293311.1,SMPD4BP,SMPD4BP,0.405,4.14,1.731,0.094,1,-4.46105778698014
ENSG00000101162.4,TUBB1,TUBB1,-2.011,-4.98,-1.732,0.094,1,-4.57778513493931
ENSG00000130338.13,TULP4,TULP4,0.276,5.211,1.724,0.095,1,-4.36444913396301
ENSG00000186532.12,SMYD4,SMYD4,0.295,3.818,1.726,0.095,1,-4.44571960309051
ENSG00000291075.1,,,0.527,3.082,1.722,0.095,1,-4.49605949739474
ENSG00000108984.16,MAP2K6,MAP2K6,-1.47,1.767,-1.728,0.095,1,-4.53893447115713
ENSG00000198673.11,TAFA2,TAFA2,-1.276,-1.422,-1.723,0.095,1,-4.56326320643449
ENSG00000162734.13,PEA15,PEA15,0.466,7.396,1.72,0.096,1,-4.3354660109266
ENSG00000144043.13,TEX261,TEX261,0.212,6.361,1.721,0.096,1,-4.34385497972418
ENSG00000081386.13,ZNF510,ZNF510,0.34,3.999,1.718,0.096,1,-4.43933256014436
ENSG00000241280.1,,,1.249,-1.003,1.72,0.096,1,-4.55127463476605
ENSG00000120341.19,SEC16B,SEC16B,2.024,-0.124,1.72,0.096,1,-4.55729794189857
ENSG00000119121.22,TRPM6,TRPM6,-1.164,-1.073,-1.72,0.096,1,-4.56220051918397
ENSG00000122068.13,FYTTD1,FYTTD1,0.204,6.467,1.713,0.097,1,-4.34072698765029
ENSG00000172262.12,ZNF131,ZNF131,0.388,4.871,1.713,0.097,1,-4.40388910438106
ENSG00000155367.16,PPM1J,PPM1J,0.496,1.337,1.712,0.097,1,-4.5166550146964
ENSG00000227540.1,,DNAJC9-AS1,-0.897,-1.365,-1.717,0.097,1,-4.56298635543204
ENSG00000225125.2,RANP4,RANP4,-1.646,-3.55,-1.717,0.097,1,-4.576051683415
ENSG00000254038.1,,,1.332,-4.813,1.709,0.098,1,-4.57561753431609
ENSG00000066056.14,TIE1,TIE1,-1.859,-3.071,-1.71,0.098,1,-4.5794426432342
ENSG00000138621.12,PPCDC,PPCDC,0.557,3.356,1.704,0.099,1,-4.48039702489619
ENSG00000128242.13,GAL3ST1,GAL3ST1,2.042,-4.495,1.703,0.099,1,-4.57782527513264
ENSG00000268798.1,,,0.837,-1.282,1.7,0.1,1,-4.56353699821601
ENSG00000270681.1,,,1.056,-2.248,1.698,0.1,1,-4.56864532841691
ENSG00000228477.1,,,1.456,-3.02,1.696,0.1,1,-4.57022875834002
ENSG00000279879.1,,,-1.291,-2.43,-1.697,0.1,1,-4.57378401959624
ENSG00000168152.13,THAP9,THAP9,0.526,2.095,1.692,0.101,1,-4.51958253982407
ENSG00000291045.1,,,1.773,-2.95,1.695,0.101,1,-4.57093661908648
ENSG00000279583.1,,,1.498,-3.095,1.694,0.101,1,-4.57591978699684
ENSG00000151148.14,UBE3B,UBE3B,-0.284,5.817,-1.688,0.102,1,-4.36508794121967
ENSG00000101246.20,ARFRP1,ARFRP1,0.328,5.217,1.688,0.102,1,-4.38980143579587
ENSG00000111203.13,ITFG2,ITFG2,0.417,4.24,1.687,0.102,1,-4.44932806852653
ENSG00000258457.5,AJUBA-DT,AJUBA-DT,-1.266,-2.313,-1.686,0.102,1,-4.56984332844348
ENSG00000165443.12,PHYHIPL,PHYHIPL,1.361,-2.962,1.687,0.102,1,-4.57009046959388
ENSG00000187942.12,LDLRAD2,LDLRAD2,1.439,-1.579,1.69,0.102,1,-4.57152036783564
ENSG00000269893.10,SNHG8,SNHG8,0.614,5.702,1.685,0.103,1,-4.41125420803894
ENSG00000214087.9,ARL16,ARL16,0.382,4.949,1.682,0.103,1,-4.43492097989521
ENSG00000285854.1,,,-2.512,-3.179,-1.684,0.103,1,-4.57309652848323
ENSG00000120686.12,UFM1,UFM1,0.233,7.084,1.675,0.104,1,-4.35436121353914
ENSG00000291060.1,,,0.756,4.05,1.678,0.104,1,-4.47473834263424
ENSG00000267475.3,NUDT19-DT,NUDT19-DT,0.778,-0.653,1.677,0.104,1,-4.56126406874535
ENSG00000290728.1,,,1.201,-2.334,1.679,0.104,1,-4.56918299168958
ENSG00000100505.14,TRIM9,TRIM9,1.34,-2.6,1.678,0.104,1,-4.56920213060941
ENSG00000205482.11,SPDYE18,SPDYE18,1.454,-2.714,1.679,0.104,1,-4.57467853379575
ENSG00000269437.8,NXF2B,NXF2B,2.266,-5.047,1.676,0.104,1,-4.57581905544368
ENSG00000126391.14,FRMD8,FRMD8,0.394,6.495,1.671,0.105,1,-4.35760131837828
ENSG00000157514.18,TSC22D3,TSC22D3,0.446,5.802,1.671,0.105,1,-4.36414342167637
ENSG00000092439.16,TRPM7,TRPM7,0.367,6.203,1.67,0.105,1,-4.37572362834912
ENSG00000049167.16,ERCC8,ERCC8,0.355,4.187,1.672,0.105,1,-4.45424054951813
ENSG00000069493.15,CLEC2D,CLEC2D,0.837,1.322,1.671,0.105,1,-4.54501974121721
ENSG00000271797.1,,,-0.802,-2.01,-1.672,0.105,1,-4.5692727600032
ENSG00000177302.16,TOP3A,TOP3A,0.39,5.181,1.667,0.106,1,-4.40367859405075
ENSG00000259024.7,TVP23C-CDRT4,TVP23C-CDRT4,0.541,3.165,1.667,0.106,1,-4.49633515027386
ENSG00000288721.1,,,1.21,-1.023,1.669,0.106,1,-4.56292634014723
ENSG00000287725.2,,,-2.828,-3.278,-1.667,0.106,1,-4.57504874997588
ENSG00000231346.5,LINC01160,LINC01160,1.405,-3.94,1.666,0.106,1,-4.57914762867192
ENSG00000102710.21,SUPT20H,SUPT20H,0.212,5.913,1.661,0.107,1,-4.38218770530723
ENSG00000116922.15,AIRIM,AIRIM,0.347,4.506,1.665,0.107,1,-4.44737300550123
ENSG00000142528.16,ZNF473,ZNF473,0.348,3.866,1.664,0.107,1,-4.45568818270876
ENSG00000134297.9,PLEKHA8P1,PLEKHA8P1,1.763,-0.57,1.664,0.107,1,-4.56579192186035
ENSG00000290603.1,CEACAM22P,CEACAM22P,-1.695,-4.978,-1.662,0.107,1,-4.58074933432169
ENSG00000245910.9,SNHG6,SNHG6,0.427,5.192,1.658,0.108,1,-4.43666153134899
ENSG00000137522.18,RNF121,RNF121,0.43,4.554,1.657,0.108,1,-4.44177669366046
ENSG00000110321.19,EIF4G2,EIF4G2,0.195,10.252,1.652,0.109,1,-4.35263387782314
ENSG00000116717.13,GADD45A,GADD45A,0.436,6.456,1.654,0.109,1,-4.37040881634783
ENSG00000104221.13,BRF2,BRF2,0.514,4.117,1.651,0.109,1,-4.47435295428024
ENSG00000164051.14,CCDC51,CCDC51,-0.332,3.596,-1.653,0.109,1,-4.47929737420459
ENSG00000105642.16,KCNN1,KCNN1,-1.857,-3.604,-1.652,0.109,1,-4.57355785424753
ENSG00000172901.21,LVRN,LVRN,-1.783,-3.582,-1.654,0.109,1,-4.57807648641994
ENSG00000267052.3,,,1.446,-4.155,1.654,0.109,1,-4.58124574509347
ENSG00000100335.15,MIEF1,MIEF1,0.266,6.042,1.646,0.11,1,-4.38028817049794
ENSG00000102312.24,PORCN,PORCN,0.354,4.749,1.648,0.11,1,-4.38209652938777
ENSG00000148335.15,NTMT1,NTMT1,0.493,4.983,1.646,0.11,1,-4.44659092262174
ENSG00000183655.13,KLHL25,KLHL25,0.339,3.187,1.649,0.11,1,-4.48354972356004
ENSG00000196689.13,TRPV1,TRPV1,0.575,2.807,1.648,0.11,1,-4.50036666511558
ENSG00000266680.1,,,0.57,1.032,1.649,0.11,1,-4.54648025026775
ENSG00000169684.13,CHRNA5,CHRNA5,-1.228,0.847,-1.646,0.11,1,-4.54832487196379
ENSG00000042832.12,TG,TG,-1.083,-0.136,-1.649,0.11,1,-4.55104952665737
ENSG00000233967.7,,,1.072,-1.844,1.648,0.11,1,-4.56852825942546
ENSG00000257894.2,,,1.879,-2.905,1.649,0.11,1,-4.57719193801343
ENSG00000188660.5,LINC00319,LINC00319,0.946,-3.429,1.644,0.111,1,-4.55734120088711
ENSG00000183979.8,NPB,NPB,1.238,-1.772,1.645,0.111,1,-4.57137877324356
ENSG00000136541.15,ERMN,ERMN,-1.89,-4.943,-1.641,0.111,1,-4.58171356382934
ENSG00000232176.1,,,-1.414,-3.756,-1.641,0.111,1,-4.58185319949224
ENSG00000117569.20,PTBP2,PTBP2,0.625,4.064,1.636,0.112,1,-4.50070329127463
ENSG00000129167.10,TPH1,TPH1,1.201,-2.086,1.64,0.112,1,-4.56684815165807
ENSG00000251023.1,,,0.983,-1.975,1.639,0.112,1,-4.56830990455643
ENSG00000174453.10,VWC2L,VWC2L,1.347,-4.895,1.64,0.112,1,-4.57621944788336
ENSG00000110436.13,SLC1A2,SLC1A2,-2.559,-2.696,-1.633,0.113,1,-4.57762827415755
ENSG00000186312.11,CA5BP1,CA5BP1,1.637,-3.114,1.634,0.113,1,-4.57912952916845
ENSG00000136816.16,TOR1B,TOR1B,0.363,5.291,1.63,0.114,1,-4.42567807636681
ENSG00000100147.14,CCDC134,CCDC134,0.431,4.541,1.627,0.114,1,-4.43221816196773
ENSG00000178597.7,PSAPL1,PSAPL1,-0.957,-3.674,-1.629,0.114,1,-4.5713896120888
ENSG00000286207.1,,,-0.973,-2.619,-1.629,0.114,1,-4.5715366035148
ENSG00000214822.9,KRT16P3,KRT16P3,1.852,-5.156,1.63,0.114,1,-4.57746139799818
ENSG00000172939.9,OXSR1,OXSR1,0.253,6.252,1.622,0.115,1,-4.38707546748599
ENSG00000258077.2,,,1.654,-3.754,1.624,0.115,1,-4.57797783872971
ENSG00000273398.6,,,-1.395,-1.519,-1.621,0.116,1,-4.57378319164169
ENSG00000290956.1,,FAM21EP,-1.224,-2.031,-1.621,0.116,1,-4.57393152961845
ENSG00000204136.12,GGTA1,GGTA1,1.468,-3.153,1.618,0.116,1,-4.57696804090683
ENSG00000291068.1,,,0.548,2.461,1.616,0.117,1,-4.51823090975673
ENSG00000230882.1,,,0.561,0.026,1.615,0.117,1,-4.52255839858157
ENSG00000135835.12,KIAA1614,KIAA1614,1.373,-0.391,1.615,0.117,1,-4.56819056428716
ENSG00000239830.1,RPS4XP22,RPS4XP22,1.699,-3.958,1.613,0.117,1,-4.57460430235862
ENSG00000177410.13,ZFAS1,ZFAS1,0.46,7.374,1.612,0.118,1,-4.3937786543631
ENSG00000186566.13,GPATCH8,GPATCH8,0.285,6.078,1.609,0.118,1,-4.39533403876117
ENSG00000255717.9,SNHG1,SNHG1,0.93,6.203,1.61,0.118,1,-4.43807568937912
ENSG00000169246.17,NPIPB3,NPIPB3,0.819,3.234,1.611,0.118,1,-4.51768935295941
ENSG00000226784.3,PGAM4,PGAM4,-0.735,-2.514,-1.611,0.118,1,-4.57108889990247
ENSG00000188185.13,LINC00265,LINC00265,0.553,1.838,1.607,0.119,1,-4.52796624904668
ENSG00000116668.13,SWT1,SWT1,0.448,2.154,1.607,0.119,1,-4.53618894234177
ENSG00000177225.17,GATD1,GATD1,0.381,5.982,1.603,0.12,1,-4.4053298875302
ENSG00000288684.1,,,0.783,1.537,1.602,0.12,1,-4.54365796993727
ENSG00000246523.10,FZD4-DT,FZD4-DT,-0.991,-2.08,-1.603,0.12,1,-4.57529406756933
ENSG00000184185.10,KCNJ12,KCNJ12,-1.69,-2.937,-1.6,0.12,1,-4.57648381766048
ENSG00000282943.1,PSG11-AS1,PSG11-AS1,1.917,-4.831,1.601,0.12,1,-4.5816406073803
ENSG00000187051.9,RPS19BP1,RPS19BP1,0.271,5.491,1.595,0.121,1,-4.4201744707968
ENSG00000291005.1,,NBPF25P,0.674,0.387,1.597,0.121,1,-4.56084568685487
ENSG00000287009.1,,,-0.729,-2.021,-1.598,0.121,1,-4.5713440266974
ENSG00000168754.15,FAM178B,FAM178B,-1.246,-3.665,-1.598,0.121,1,-4.5768806653684
ENSG00000105576.16,TNPO2,TNPO2,0.258,6.806,1.594,0.122,1,-4.3944707918373
ENSG00000272391.6,POM121C,POM121C,0.264,6.329,1.591,0.122,1,-4.40221008110982
ENSG00000171169.9,NAIF1,NAIF1,0.329,3.347,1.59,0.122,1,-4.49910518607781
ENSG00000196724.13,ZNF418,ZNF418,0.479,1.678,1.594,0.122,1,-4.53684200151519
ENSG00000128165.9,ADM2,ADM2,1.264,2.001,1.593,0.122,1,-4.54659389073981
ENSG00000280173.1,,,0.55,0.897,1.591,0.122,1,-4.55018433995952
ENSG00000175003.15,SLC22A1,SLC22A1,1.069,-2.858,1.59,0.122,1,-4.57287591493659
ENSG00000251161.4,,,1.158,-2.537,1.594,0.122,1,-4.57387568297029
ENSG00000180957.19,PITPNB,PITPNB,0.241,6.632,1.589,0.123,1,-4.3984241054408
ENSG00000087995.16,METTL2A,METTL2A,0.335,5.34,1.59,0.123,1,-4.42687843410894
ENSG00000073067.14,CYP2W1,CYP2W1,-1.449,-4.294,-1.589,0.123,1,-4.57115902543215
ENSG00000229656.9,ITGB1-DT,ITGB1-DT,1.155,-0.912,1.589,0.123,1,-4.57158758110988
ENSG00000273143.2,DUSP5-DT,DUSP5-DT,2.496,-2.712,1.588,0.123,1,-4.5768254937007
ENSG00000285082.3,,,2.108,-3.889,1.589,0.123,1,-4.58097573446503
ENSG00000128610.12,FEZF1,FEZF1,2.177,-4.373,1.589,0.123,1,-4.58247605203796
ENSG00000119446.14,RBM18,RBM18,0.275,5.561,1.584,0.124,1,-4.42480415407844
ENSG00000181638.20,ZFP41,ZFP41,0.37,3.866,1.583,0.124,1,-4.48853273732953
ENSG00000268350.8,FAM156A,FAM156A,-0.607,3.195,-1.585,0.124,1,-4.51381732477383
ENSG00000236529.2,,,0.847,-1.051,1.585,0.124,1,-4.56801930868953
ENSG00000179921.15,GPBAR1,GPBAR1,-0.906,-2.683,-1.582,0.124,1,-4.57191395775373
ENSG00000272800.3,,,0.98,-1.601,1.583,0.124,1,-4.57383359709988
ENSG00000145757.16,SPATA9,SPATA9,1.401,-2.221,1.582,0.124,1,-4.57700798230656
ENSG00000265479.7,DTX2P1-UPK3BP1-PMS2P11,DTX2P1-UPK3BP1-PMS2P11,0.373,3.789,1.578,0.125,1,-4.48198380332637
ENSG00000204152.14,TIMM23B,TIMM23B,0.43,3.745,1.581,0.125,1,-4.50498838431115
ENSG00000197536.11,IRF1-AS1,IRF1-AS1,0.537,2.049,1.581,0.125,1,-4.53968366035985
ENSG00000170044.9,ZPLD1,ZPLD1,1.516,-1.998,1.578,0.125,1,-4.57373777129878
ENSG00000056736.10,IL17RB,IL17RB,1.967,-1.64,1.58,0.125,1,-4.57484773790725
ENSG00000279967.1,,,2.894,-3.905,1.58,0.125,1,-4.5790224168926
ENSG00000293516.1,ZNF271P,ZNF271P,0.446,5.151,1.576,0.126,1,-4.43800827306824
ENSG00000198001.16,IRAK4,IRAK4,0.399,4.97,1.576,0.126,1,-4.45614429369199
ENSG00000234618.1,RPSAP9,RPSAP9,-0.72,-1.394,-1.576,0.126,1,-4.57281244130141
ENSG00000250328.7,,MGC32805,-1.452,-4.204,-1.569,0.127,1,-4.58096330669296
ENSG00000282936.3,,,0.493,2.41,1.568,0.128,1,-4.51905763842684
ENSG00000230724.9,LINC01001,LINC01001,0.75,1.955,1.564,0.128,1,-4.54073244679008
ENSG00000204599.16,TRIM39,TRIM39,0.357,4.004,1.563,0.129,1,-4.47929519383889
ENSG00000272030.1,,,-0.626,-0.584,-1.563,0.129,1,-4.56697683785747
ENSG00000289423.1,,,-1.818,-3.906,-1.563,0.129,1,-4.58337970718396
ENSG00000174839.13,DENND6A,DENND6A,0.258,5.118,1.556,0.13,1,-4.43123596183989
ENSG00000240291.1,,,0.934,-1.965,1.558,0.13,1,-4.57159582208611
ENSG00000272540.1,,,-0.957,-1.601,-1.555,0.131,1,-4.57400081241944
ENSG00000240216.8,CPHL1P,CPHL1P,1.847,-3.657,1.552,0.131,1,-4.57758570089534
ENSG00000259115.1,,,-1.682,-1.678,-1.552,0.131,1,-4.57776390018615
ENSG00000166143.10,PPP1R14D,PPP1R14D,-0.88,-4.397,-1.554,0.131,1,-4.57871469991137
ENSG00000289584.1,,,1.566,-3.94,1.552,0.131,1,-4.57933008116243
ENSG00000130477.16,UNC13A,UNC13A,-2.493,-2.342,-1.555,0.131,1,-4.5795563775581
ENSG00000254477.2,,,-1.461,-3.626,-1.554,0.131,1,-4.5817715491127
ENSG00000149346.15,SLX4IP,SLX4IP,0.324,3.511,1.551,0.132,1,-4.49227757473703
ENSG00000261067.7,,,-0.644,0.327,-1.548,0.132,1,-4.56039646192211
ENSG00000289378.1,,,-0.928,-1.9,-1.549,0.132,1,-4.57478610957821
ENSG00000282386.1,,,-0.82,-1.952,-1.55,0.132,1,-4.57620335863298
ENSG00000214578.5,HMGN2P15,HMGN2P15,-1.171,-5.329,-1.55,0.132,1,-4.5842162265847
ENSG00000186480.13,INSIG1,INSIG1,-0.527,6.296,-1.547,0.133,1,-4.42583578302146
ENSG00000168256.18,NKIRAS2,NKIRAS2,0.276,5.921,1.545,0.133,1,-4.430358382797
ENSG00000225361.4,PPP1R26-AS1,PPP1R26-AS1,-0.71,-0.011,-1.543,0.133,1,-4.5602901950342
ENSG00000232586.1,KIAA1614-AS1,KIAA1614-AS1,0.702,-1.308,1.544,0.133,1,-4.57078824206018
ENSG00000291177.1,,,1.017,-1.381,1.547,0.133,1,-4.57454106944083
ENSG00000183426.17,NPIPA1,NPIPA1,0.476,5.573,1.539,0.134,1,-4.44045361166999
ENSG00000222011.9,FAM185A,FAM185A,0.377,2.264,1.54,0.134,1,-4.53860650426351
ENSG00000172014.14,ANKRD20A4P,ANKRD20A4P,1.932,-2.752,1.54,0.134,1,-4.57484775797875
ENSG00000289689.1,,,-1.546,-4.17,-1.542,0.134,1,-4.58242814532127
ENSG00000256514.1,,,-3.424,1.721,-1.536,0.135,1,-4.55689620540505
ENSG00000106636.9,YKT6,YKT6,0.29,6.935,1.534,0.136,1,-4.42233353301817
ENSG00000168397.17,ATG4B,ATG4B,0.261,5.557,1.533,0.136,1,-4.4382162564119
ENSG00000181135.16,ZNF707,ZNF707,0.448,3.243,1.534,0.136,1,-4.50850508518916
ENSG00000123870.11,ZNF137P,ZNF137P,0.503,0.751,1.531,0.136,1,-4.5547824736174
ENSG00000233058.3,ATP13A3-DT,ATP13A3-DT,-0.809,0.379,-1.531,0.136,1,-4.567214198877
ENSG00000214331.9,PDPR2P,PDPR2P,2.822,-0.962,1.531,0.136,1,-4.5682110793359
ENSG00000254634.4,SMG1P6,SMG1P6,0.799,-0.717,1.531,0.136,1,-4.56906537250011
ENSG00000113555.6,PCDH12,PCDH12,1.46,-0.345,1.531,0.136,1,-4.5703525248672
ENSG00000253736.5,,,-1.182,-2.116,-1.532,0.136,1,-4.57590914926747
ENSG00000234741.10,GAS5,GAS5,0.571,7.771,1.528,0.137,1,-4.42523466567278
ENSG00000183889.12,,,0.798,6.008,1.529,0.137,1,-4.43393655415828
ENSG00000197134.13,ZNF257,ZNF257,1.671,-1.425,1.528,0.137,1,-4.57556225250162
ENSG00000260368.1,,,-1.028,-3.133,-1.529,0.137,1,-4.5786632202754
ENSG00000273828.2,,,-1.665,-3.56,-1.527,0.137,1,-4.58035751637402
ENSG00000140538.17,NTRK3,NTRK3,-1.811,-5.133,-1.529,0.137,1,-4.58337465446177
ENSG00000103257.9,SLC7A5,SLC7A5,0.683,6.966,1.524,0.138,1,-4.42168112026821
ENSG00000138092.11,CENPO,CENPO,0.72,4.046,1.526,0.138,1,-4.50893237228471
ENSG00000260083.3,MIR762HG,MIR762HG,-0.521,0.039,-1.525,0.138,1,-4.56500226437656
ENSG00000130540.14,SULT4A1,SULT4A1,1.263,-2.143,1.523,0.138,1,-4.57338917187116
ENSG00000107262.26,BAG1,BAG1,0.425,6.999,1.519,0.139,1,-4.42222939441719
ENSG00000173575.24,CHD2,CHD2,0.257,6.956,1.52,0.139,1,-4.4247373006867
ENSG00000186141.10,POLR3C,POLR3C,0.318,5.266,1.519,0.139,1,-4.46290426894623
ENSG00000292338.1,DHRSX,DHRSX,-0.76,3.32,-1.52,0.139,1,-4.52849844122116
ENSG00000290555.1,LINC00680,LINC00680,0.608,2.41,1.523,0.139,1,-4.54924899826643
ENSG00000278202.1,,,0.931,-1.509,1.522,0.139,1,-4.57646780694567
